GeneID,Chromosome,Start,End,Strand,Length,SRR21835898,SRR21835899,SRR21835896,SRR21835897,SRR21835900,SRR21835901
SAUSA300_0716,CP000255.1,794134,796239,+,2106,959,1517,967,961,1622,1444
SAUSA300_0717,CP000255.1,796357,797328,+,972,61,126,72,61,127,120
SAUSA300_0718,CP000255.1,798036,799007,+,972,6,5,0,5,4,4
SAUSA300_0719,CP000255.1,798994,799950,+,957,4,8,2,2,6,6
SAUSA300_0720,CP000255.1,799947,800708,+,762,4,7,4,2,11,12
SAUSA300_0721,CP000255.1,800827,801855,+,1029,16,34,14,10,42,54
SAUSA300_0722,CP000255.1,802504,803427,-,924,90,164,60,67,142,117
SAUSA300_0723,CP000255.1,803554,804072,-,519,0,0,0,2,0,0
SAUSA300_0724,CP000255.1,804192,805070,+,879,39,165,32,52,116,147
SAUSA300_0725,CP000255.1,805224,805544,+,321,42,316,98,85,274,302
SAUSA300_0726,CP000255.1,805969,807093,+,1125,61,110,84,78,90,138
SAUSA300_0727,CP000255.1,807282,808508,-,1227,318,744,348,324,744,853
SAUSA300_0728,CP000255.1,808522,809016,-,495,22,25,12,18,30,28
SAUSA300_0729,CP000255.1,809034,809795,-,762,23,15,8,12,14,7
SAUSA300_0730,CP000255.1,809991,811061,-,1071,82,276,92,48,253,359
SAUSA300_0731,CP000255.1,811379,812434,+,1056,18,90,32,32,123,105
SAUSA300_0732,CP000255.1,812604,813245,-,642,38,131,34,28,134,114
SAUSA300_0733,CP000255.1,813389,814255,+,867,158,128,199,185,111,101
SAUSA300_0734,CP000255.1,814619,815701,+,1083,10,8,10,6,3,4
SAUSA300_0735,CP000255.1,815694,816368,+,675,11,4,12,8,7,21
SAUSA300_0736,CP000255.1,816429,817001,+,573,1251,2408,935,1449,1906,1738
SAUSA300_0737,CP000255.1,817415,819946,+,2532,723,1041,786,640,859,1019
SAUSA300_0739,CP000255.1,821780,822619,+,840,8,22,11,12,2,8
SAUSA300_0740,CP000255.1,822793,823443,+,651,15,16,5,12,19,11
SAUSA300_0741,CP000255.1,823945,825930,+,1986,274,371,138,253,426,286
SAUSA300_0742,CP000255.1,825938,828784,+,2847,758,1147,779,686,1198,1108
SAUSA300_0743,CP000255.1,829446,830378,+,933,235,566,214,214,526,529
SAUSA300_0744,CP000255.1,830384,831223,+,840,11,98,28,32,95,96
SAUSA300_0745,CP000255.1,831231,831716,+,486,38,243,54,41,169,303
SAUSA300_0746,CP000255.1,831724,833163,+,1440,70,163,76,73,219,212
SAUSA300_0747,CP000255.1,833230,834165,+,936,821,1126,1032,984,1014,1294
SAUSA300_0748,CP000255.1,835045,835956,+,912,321,504,246,358,387,479
SAUSA300_0749,CP000255.1,835953,836948,+,996,4286,3608,3917,3998,3355,3509
SAUSA300_0750,CP000255.1,837058,838002,+,945,4031,4034,4406,3732,3671,4337
SAUSA300_0752,CP000255.1,838576,839163,+,588,153,339,162,180,328,329
SAUSA300_0753,CP000255.1,839406,840308,-,903,513,672,545,491,843,682
SAUSA300_0754,CP000255.1,841010,841639,+,630,752,1639,1303,995,1364,1530
SAUSA300_0755,CP000255.1,842281,843294,+,1014,1569,18470,861,1568,18710,17649
SAUSA300_0756,CP000255.1,843347,844357,+,1011,4945,33506,3694,5082,37799,32420
SAUSA300_0757,CP000255.1,844496,845686,+,1191,2104,18879,2296,2366,19319,18462
SAUSA300_0758,CP000255.1,845808,846569,+,762,2127,16529,2716,2431,17493,15941
SAUSA300_0759,CP000255.1,846572,848089,+,1518,4212,29746,5343,4868,30785,28589
SAUSA300_0760,CP000255.1,848219,849523,+,1305,8113,34423,9212,9133,36973,33769
SAUSA300_0761,CP000255.1,849863,850321,+,459,146,127,134,150,146,152
SAUSA300_0762,CP000255.1,850346,850621,+,276,78,134,150,92,80,115
SAUSA300_0763,CP000255.1,850737,851477,+,741,242,316,297,237,280,350
SAUSA300_0764,CP000255.1,851511,853883,+,2373,1602,1622,1990,1455,1529,1761
SAUSA300_0765,CP000255.1,853905,854369,+,465,248,208,344,236,312,269
SAUSA300_0767,CP000255.1,855691,856014,-,324,2,6,1,4,15,8
SAUSA300_0768,CP000255.1,856030,856176,-,147,9,24,11,14,18,41
SAUSA300_0769,CP000255.1,856368,857096,-,729,12,53,12,29,40,42
SAUSA300_0770,CP000255.1,857695,858138,+,444,8,4,8,6,2,2
SAUSA300_0771,CP000255.1,858355,858885,+,531,29,26,12,7,20,16
SAUSA300_0772,CP000255.1,859148,861949,+,2802,11712,18064,9184,11280,19787,14740
SAUSA300_0773,CP000255.1,862170,863696,+,1527,4,2,4,0,0,8
SAUSA300_0774,CP000255.1,864047,865069,+,1023,8,0,32,14,11,8
SAUSA300_0775,CP000255.1,865404,865874,+,471,62,12,54,57,15,18
SAUSA300_0776,CP000255.1,866215,866901,+,687,44,2,18,56,8,2
SAUSA300_0777,CP000255.1,867258,867458,+,201,57,60,66,106,58,66
SAUSA300_0778,CP000255.1,867954,868172,-,219,6,34,4,18,32,30
SAUSA300_0779,CP000255.1,868234,868518,-,285,10,28,0,8,34,22
SAUSA300_0780,CP000255.1,868606,869175,-,570,3,2,2,4,4,2
SAUSA300_0782,CP000255.1,870181,870384,+,204,1553,2300,2124,1596,1974,2422
SAUSA300_0781,CP000255.1,870381,870617,-,237,410,456,600,322,428,543
SAUSA300_0783,CP000255.1,870863,871423,+,561,137,187,160,162,174,195
SAUSA300_0784,CP000255.1,871496,872113,-,618,54,70,72,74,73,96
SAUSA300_0785,CP000255.1,872268,872762,-,495,470,911,293,494,1008,950
SAUSA300_0786,CP000255.1,873161,873583,-,423,814,636,341,669,691,531
SAUSA300_0787,CP000255.1,873731,874447,+,717,43,40,28,35,35,50
SAUSA300_0788,CP000255.1,874530,875069,+,540,101,257,137,112,183,212
SAUSA300_0789,CP000255.1,875219,875539,-,321,80,362,82,122,250,295
SAUSA300_0790,CP000255.1,875683,876039,+,357,50,110,56,56,82,129
SAUSA300_0791,CP000255.1,876197,876577,+,381,628,1283,630,698,886,1259
SAUSA300_0792,CP000255.1,876641,876754,+,114,2,6,6,2,8,12
SAUSA300_0793,CP000255.1,876756,877634,+,879,18,81,19,36,77,105
SAUSA300_0794,CP000255.1,878376,878762,+,387,194,177,143,130,167,188
SAUSA300_0795,CP000255.1,878755,879051,+,297,103,70,56,88,66,72
SAUSA300_0796,CP000255.1,879301,880326,+,1026,105,109,95,85,76,67
SAUSA300_0797,CP000255.1,880319,881014,+,696,101,113,105,81,79,81
SAUSA300_0798,CP000255.1,881032,881853,+,822,131,133,169,154,129,134
SAUSA300_0799,CP000255.1,881996,883216,-,1221,8,6,18,16,8,3
SAUSA300_0800,CP000255.1,883304,884032,-,729,2,4,0,0,2,0
SAUSA300_0801,CP000255.1,884056,884784,-,729,2,2,2,0,0,4
SAUSA300_0802,CP000255.1,884801,885259,-,459,13,4,2,1,5,5
SAUSA300_0803,CP000255.1,885271,885603,-,333,10,19,4,15,8,13
SAUSA300_0804,CP000255.1,885817,886059,+,243,13,7,6,13,4,7
SAUSA300_0805,CP000255.1,886052,886324,+,273,45,26,22,62,14,19
SAUSA300_0806,CP000255.1,886476,886679,+,204,26,11,9,22,5,5
SAUSA300_0807,CP000255.1,886681,887064,+,384,24,9,3,31,8,5
SAUSA300_0808,CP000255.1,887065,887313,+,249,34,17,14,44,16,11
SAUSA300_0809,CP000255.1,887405,889777,+,2373,153,85,77,139,47,65
SAUSA300_0810,CP000255.1,890448,890792,+,345,14,14,3,14,21,12
SAUSA300_0811,CP000255.1,891017,891223,+,207,4,14,3,4,7,12
SAUSA300_0812,CP000255.1,891411,892268,+,858,41,74,34,56,51,59
SAUSA300_0813,CP000255.1,892503,892943,+,441,6,16,8,12,31,16
SAUSA300_0814,CP000255.1,893372,894340,+,969,32,48,16,38,33,38
SAUSA300_0815,CP000255.1,894575,895129,-,555,2227,140,1689,2396,151,235
SAUSA300_0816,CP000255.1,896163,896357,+,195,6395,18486,4623,7193,15619,12019
SAUSA300_0817,CP000255.1,896590,897441,-,852,118,242,79,90,237,188
SAUSA300_0818,CP000255.1,897769,898530,+,762,66,144,84,82,90,120
SAUSA300_0819,CP000255.1,898628,899935,+,1308,280,289,212,230,259,267
SAUSA300_0820,CP000255.1,900050,901291,+,1242,470,439,320,384,497,357
SAUSA300_0821,CP000255.1,901281,901745,+,465,202,232,180,207,253,232
SAUSA300_0822,CP000255.1,901896,903293,+,1398,868,1295,992,902,1163,1282
SAUSA300_0823,CP000255.1,903623,903937,-,315,0,0,0,0,0,0
SAUSA300_0824,CP000255.1,904302,905342,+,1041,294,708,169,263,650,499
SAUSA300_0825,CP000255.1,905356,906423,+,1068,36,62,26,32,60,43
SAUSA300_0826,CP000255.1,906636,907484,+,849,9,2,6,4,11,2
SAUSA300_0827,CP000255.1,907497,908324,+,828,8,29,5,11,31,24
SAUSA300_0828,CP000255.1,908351,909670,+,1320,62,130,41,57,139,135
SAUSA300_0829,CP000255.1,909754,910671,+,918,339,968,262,355,824,820
SAUSA300_0830,CP000255.1,910801,911184,+,384,6,4,2,0,4,4
SAUSA300_0831,CP000255.1,911263,911529,-,267,2,6,0,2,6,2
SAUSA300_0832,CP000255.1,911627,912061,+,435,27,57,11,15,41,51
SAUSA300_0833,CP000255.1,912061,912840,+,780,28,24,32,31,25,36
SAUSA300_0834,CP000255.1,912873,913832,+,960,106,119,123,112,150,170
SAUSA300_0835,CP000255.1,914412,915869,+,1458,99,153,61,125,154,93
SAUSA300_0836,CP000255.1,915866,917080,+,1215,105,266,113,108,243,273
SAUSA300_0837,CP000255.1,917098,917334,+,237,10,31,14,9,24,39
SAUSA300_0838,CP000255.1,917331,918506,+,1176,175,320,121,169,264,307
SAUSA300_0839,CP000255.1,918769,919011,-,243,37,189,14,40,182,155
SAUSA300_0840,CP000255.1,919112,919435,+,324,37,96,22,40,55,70
SAUSA300_0841,CP000255.1,919494,920558,-,1065,601,1144,419,568,976,976
SAUSA300_0842,CP000255.1,920875,921111,+,237,57,228,26,74,195,201
SAUSA300_0843,CP000255.1,921124,921483,+,360,184,298,140,118,289,297
SAUSA300_0844,CP000255.1,921937,923145,+,1209,1958,989,1623,1755,1006,1031
SAUSA300_0845,CP000255.1,923276,924751,+,1476,120,130,96,82,100,103
SAUSA300_0846,CP000255.1,925162,926478,+,1317,6,9,10,3,11,7
SAUSA300_0847,CP000255.1,926497,926871,+,375,80,92,56,60,102,74
SAUSA300_0848,CP000255.1,926927,928081,-,1155,14,8,2,12,10,13
SAUSA300_0849,CP000255.1,928330,928686,-,357,74,208,57,67,184,210
SAUSA300_0850,CP000255.1,928664,928957,-,294,80,341,78,97,273,319
SAUSA300_0851,CP000255.1,928957,929436,-,480,98,667,209,100,702,705
SAUSA300_0852,CP000255.1,929438,930934,-,1497,315,1777,337,372,1789,1839
SAUSA300_0853,CP000255.1,930927,931256,-,330,104,615,123,134,511,608
SAUSA300_0854,CP000255.1,931268,931696,-,429,74,367,60,100,393,321
SAUSA300_0855,CP000255.1,931689,934094,-,2406,415,2351,420,435,2349,2593
SAUSA300_0856,CP000255.1,934225,934608,-,384,2,7,2,0,0,3
SAUSA300_0857,CP000255.1,934672,935265,+,594,93,267,102,117,275,304
SAUSA300_0858,CP000255.1,935714,936058,+,345,412,250,248,246,340,370
SAUSA300_0859,CP000255.1,936420,937547,+,1128,378,230,447,402,234,289
SAUSA300_0860,CP000255.1,937855,939045,+,1191,1301,2954,1400,1474,2999,3374
SAUSA300_0861,CP000255.1,939154,940398,+,1245,3288,5334,3887,3439,5327,5835
SAUSA300_0862,CP000255.1,940901,941830,-,930,152,38,120,177,43,28
SAUSA300_0863,CP000255.1,942072,943451,-,1380,43,38,37,40,38,38
SAUSA300_0864,CP000255.1,943441,944646,-,1206,21,8,12,6,10,11
SAUSA300_0865,CP000255.1,944997,946328,+,1332,918,905,1046,884,940,1058
SAUSA300_0866,CP000255.1,946653,947228,+,576,14,10,4,2,8,8
SAUSA300_0867,CP000255.1,947233,947757,+,525,18,31,12,14,42,25
SAUSA300_0868,CP000255.1,947881,948348,+,468,4,19,13,6,16,22
SAUSA300_0869,CP000255.1,948508,951984,+,3477,302,436,284,261,449,380
SAUSA300_0870,CP000255.1,951985,955638,+,3654,878,1239,730,771,1250,1121
SAUSA300_0871,CP000255.1,955804,956706,+,903,678,1458,1038,869,1371,1641
SAUSA300_0872,CP000255.1,957035,957424,+,390,8,20,4,12,17,14
SAUSA300_0873,CP000255.1,957595,958911,-,1317,826,1408,941,930,1370,1629
SAUSA300_0874,CP000255.1,958963,959787,-,825,124,270,114,105,303,266
SAUSA300_0875,CP000255.1,959943,960209,+,267,30,94,18,36,96,67
SAUSA300_0876,CP000255.1,960756,962570,+,1815,7,10,4,2,8,12
SAUSA300_0877,CP000255.1,962773,965382,+,2610,899,2188,1092,986,1710,2038
SAUSA300_0878,CP000255.1,965441,966310,-,870,0,0,2,2,0,0
SAUSA300_0879,CP000255.1,966420,967565,+,1146,0,0,0,0,0,0
SAUSA300_0880,CP000255.1,967549,968190,+,642,0,2,0,0,0,0
SAUSA300_0881,CP000255.1,968183,969301,+,1119,0,0,0,0,6,4
SAUSA300_0882,CP000255.1,969285,969800,+,516,0,0,0,2,0,0
SAUSA300_0883,CP000255.1,970111,970545,+,435,214,419,60,218,435,338
SAUSA300_0884,CP000255.1,970802,970987,-,186,20,42,6,28,33,38
SAUSA300_0885,CP000255.1,971282,972223,+,942,74,201,100,91,138,186
SAUSA300_0886,CP000255.1,972235,973479,+,1245,859,1133,757,986,1145,1092
SAUSA300_0887,CP000255.1,974149,975075,+,927,24,45,14,18,57,61
SAUSA300_0888,CP000255.1,975075,976145,+,1071,104,342,91,113,289,292
SAUSA300_0889,CP000255.1,976162,977244,+,1083,448,1082,496,422,873,949
SAUSA300_0890,CP000255.1,977234,978175,+,942,597,1234,678,563,1039,1092
SAUSA300_0891,CP000255.1,978194,979849,+,1656,1598,3090,2012,1539,2702,3076
SAUSA300_0892,CP000255.1,980061,981776,+,1716,16,10,8,12,8,6
SAUSA300_0893,CP000255.1,981827,982813,+,987,2,8,2,0,0,4
SAUSA300_0894,CP000255.1,982816,983796,+,981,2,1,0,10,2,0
SAUSA300_0895,CP000255.1,983789,984751,+,963,8,8,4,1,3,2
SAUSA300_0896,CP000255.1,984763,985644,+,882,8,10,6,8,10,16
SAUSA300_0897,CP000255.1,985686,986675,-,990,128,162,150,152,174,150
SAUSA300_0898,CP000255.1,986970,987365,+,396,6969,12129,4817,7658,12027,9986
SAUSA300_0899,CP000255.1,987736,988455,+,720,603,1059,747,581,1075,1055
SAUSA300_0900,CP000255.1,988576,988833,+,258,0,0,0,0,0,0
SAUSA300_0901,CP000255.1,988860,989561,+,702,0,0,0,0,0,0
SAUSA300_0902,CP000255.1,989609,991417,+,1809,44,39,24,34,66,48
SAUSA300_0903,CP000255.1,991877,992683,-,807,82,354,135,85,260,391
SAUSA300_0904,CP000255.1,992706,993071,-,366,50,157,64,55,178,161
SAUSA300_0905,CP000255.1,993175,993768,-,594,12,17,0,16,25,28
SAUSA300_0906,CP000255.1,993954,994301,+,348,22,38,28,33,24,42
SAUSA300_0907,CP000255.1,994318,994953,+,636,102,167,132,133,164,151
SAUSA300_0908,CP000255.1,994970,995779,+,810,214,214,263,256,300,291
SAUSA300_0909,CP000255.1,995776,996630,+,855,22,24,9,12,10,18
SAUSA300_0910,CP000255.1,996651,998036,+,1386,44,82,57,56,75,126
SAUSA300_0911,CP000255.1,998046,999890,+,1845,190,296,180,186,315,284
SAUSA300_0912,CP000255.1,1000168,1000938,+,771,231,439,251,249,411,389
SAUSA300_0913,CP000255.1,1001133,1002218,-,1086,180,291,204,162,313,324
SAUSA300_0914,CP000255.1,1002560,1004128,+,1569,10,14,16,14,20,18
SAUSA300_0915,CP000255.1,1004270,1005028,+,759,12,45,10,12,38,23
SAUSA300_0916,CP000255.1,1005222,1005731,+,510,198,238,133,208,236,258
SAUSA300_0917,CP000255.1,1005844,1007052,-,1209,40,97,24,61,84,85
SAUSA300_0918,CP000255.1,1007012,1008187,-,1176,17,41,20,46,56,42
SAUSA300_0919,CP000255.1,1008620,1010101,+,1482,66,74,55,49,103,89
SAUSA300_0920,CP000255.1,1010094,1010345,+,252,3,6,1,8,5,2
SAUSA300_0921,CP000255.1,1010345,1011907,+,1563,363,440,296,318,488,419
SAUSA300_0922,CP000255.1,1012209,1013012,+,804,90,258,101,121,235,257
SAUSA300_0923,CP000255.1,1013246,1015555,+,2310,43,68,46,47,70,52
SAUSA300_0924,CP000255.1,1015572,1016930,+,1359,126,342,150,143,241,312
SAUSA300_0925,CP000255.1,1017069,1018580,+,1512,50,86,54,42,80,82
SAUSA300_0928,CP000255.1,1019067,1019597,-,531,62,44,48,50,38,28
SAUSA300_0929,CP000255.1,1019846,1020064,+,219,2487,5177,2179,3002,3791,4222
SAUSA300_0930,CP000255.1,1020145,1021131,-,987,34,62,48,37,41,50
SAUSA300_0931,CP000255.1,1021330,1021506,+,177,8,49,9,7,43,33
SAUSA300_0932,CP000255.1,1021521,1022123,+,603,9,34,11,6,52,52
SAUSA300_0933,CP000255.1,1022394,1022501,+,108,66,11,23,34,19,20
SAUSA300_0934,CP000255.1,1023467,1025431,+,1965,4,2,4,4,2,4
SAUSA300_0935,CP000255.1,1025434,1025754,+,321,0,2,1,0,2,2
SAUSA300_0936,CP000255.1,1025751,1026392,+,642,3,6,10,4,4,10
SAUSA300_0937,CP000255.1,1026480,1026770,-,291,16,114,12,18,108,120
SAUSA300_0938,CP000255.1,1027049,1027336,+,288,0,0,0,0,0,0
SAUSA300_0939,CP000255.1,1027342,1028823,+,1482,6,4,4,0,4,4
SAUSA300_0940,CP000255.1,1028912,1029268,-,357,1,0,0,2,2,0
SAUSA300_0941,CP000255.1,1029841,1030704,+,864,6,22,16,12,16,14
SAUSA300_0942,CP000255.1,1030945,1031235,-,291,2,7,4,4,11,9
SAUSA300_0943,CP000255.1,1031379,1031876,+,498,2,4,2,4,12,13
SAUSA300_0944,CP000255.1,1031928,1032866,-,939,52,102,40,69,90,76
SAUSA300_0945,CP000255.1,1033198,1034409,+,1212,7,27,13,11,20,19
SAUSA300_0946,CP000255.1,1034396,1036069,+,1674,87,104,132,134,129,108
SAUSA300_0947,CP000255.1,1036056,1036859,+,804,76,69,93,64,81,78
SAUSA300_0948,CP000255.1,1036852,1037673,+,822,480,372,438,431,376,422
SAUSA300_0949,CP000255.1,1037912,1038241,-,330,70,52,135,69,55,64
SAUSA300_0950,CP000255.1,1038279,1039460,-,1182,466,296,613,468,314,306
SAUSA300_0951,CP000255.1,1039542,1040552,-,1011,626,391,711,605,344,333
SAUSA300_0952,CP000255.1,1041080,1042234,-,1155,82,78,110,75,66,82
SAUSA300_0953,CP000255.1,1042430,1043440,-,1011,8,10,0,2,22,10
SAUSA300_0954,CP000255.1,1043593,1044012,+,420,16,14,10,4,14,8
SAUSA300_0955,CP000255.1,1044219,1047989,-,3771,2077,2670,1859,1965,2796,2278
SAUSA300_0956,CP000255.1,1048217,1048651,-,435,5,6,0,4,1,0
SAUSA300_0957,CP000255.1,1048806,1049276,-,471,96,139,97,66,119,174
SAUSA300_0958,CP000255.1,1049324,1050541,-,1218,338,559,381,295,538,538
SAUSA300_0959,CP000255.1,1050992,1052185,+,1194,32,36,30,30,58,44
SAUSA300_0960,CP000255.1,1052722,1053000,-,279,1224,1002,1280,1243,1298,1130
SAUSA300_0961,CP000255.1,1053009,1053614,-,606,7010,8242,8040,7179,8020,8933
SAUSA300_0962,CP000255.1,1053604,1055592,-,1989,21697,28430,30925,23165,28577,32228
SAUSA300_0963,CP000255.1,1055592,1056692,-,1101,6690,7775,8320,7055,8767,9495
SAUSA300_0964,CP000255.1,1057264,1057581,-,318,398,190,230,369,181,178
SAUSA300_0965,CP000255.1,1058386,1059246,-,861,3406,4030,2448,3609,3547,4142
SAUSA300_0966,CP000255.1,1059510,1059929,+,420,25,9,11,24,2,11
SAUSA300_0967,CP000255.1,1059916,1061040,+,1125,109,28,43,106,32,49
SAUSA300_0968,CP000255.1,1061044,1061748,+,705,24,2,11,28,3,4
SAUSA300_0969,CP000255.1,1061748,1062011,+,264,3,0,4,4,0,5
SAUSA300_0970,CP000255.1,1062013,1062684,+,672,100,55,89,102,19,41
SAUSA300_0971,CP000255.1,1062677,1064866,+,2190,892,237,837,847,254,251
SAUSA300_0972,CP000255.1,1064845,1066329,+,1485,1596,460,1580,1586,359,468
SAUSA300_0973,CP000255.1,1066322,1067350,+,1029,747,207,757,820,229,195
SAUSA300_0974,CP000255.1,1067353,1067919,+,567,616,267,1009,645,169,208
SAUSA300_0975,CP000255.1,1067934,1069412,+,1479,3240,1153,4969,3389,819,1352
SAUSA300_0976,CP000255.1,1069434,1070681,+,1248,2698,651,3208,3195,705,776
SAUSA300_0977,CP000255.1,1070946,1071752,-,807,60,61,69,35,92,107
SAUSA300_0978,CP000255.1,1071745,1073145,-,1401,179,180,155,149,211,208
SAUSA300_0979,CP000255.1,1073160,1073735,-,576,121,114,63,77,92,113
SAUSA300_0980,CP000255.1,1074605,1075900,+,1296,443,497,334,383,517,623
SAUSA300_0981,CP000255.1,1076325,1077497,+,1173,56,85,42,65,68,91
SAUSA300_0982,CP000255.1,1077551,1078093,+,543,183,219,164,214,187,215
SAUSA300_0983,CP000255.1,1078247,1078513,+,267,408,614,414,458,655,626
SAUSA300_0984,CP000255.1,1078516,1080234,+,1719,3589,4533,3617,3833,4355,4806
SAUSA300_0985,CP000255.1,1080471,1080704,-,234,6,4,2,0,7,3
SAUSA300_0986,CP000255.1,1080902,1082263,+,1362,26,128,34,30,111,112
SAUSA300_0987,CP000255.1,1082260,1083279,+,1020,28,105,27,31,83,97
SAUSA300_0988,CP000255.1,1083412,1084074,+,663,193,198,95,234,173,213
SAUSA300_0989,CP000255.1,1084423,1086120,-,1698,360,490,336,310,455,540
SAUSA300_0990,CP000255.1,1086120,1086338,-,219,4,2,14,5,7,6
SAUSA300_0991,CP000255.1,1086819,1087370,-,552,36,82,22,38,96,82
SAUSA300_0992,CP000255.1,1087735,1088361,+,627,88,338,148,139,281,375
SAUSA300_0993,CP000255.1,1088532,1089644,+,1113,2511,2997,2344,2543,3324,2630
SAUSA300_0994,CP000255.1,1089648,1090625,+,978,2615,3428,2385,2534,3506,3013
SAUSA300_0995,CP000255.1,1090716,1092008,+,1293,2815,3871,2752,3071,3932,3595
SAUSA300_0996,CP000255.1,1092012,1093418,+,1407,4869,4900,4490,5236,5411,5232
SAUSA300_0997,CP000255.1,1093586,1093861,+,276,4,12,11,28,9,18
SAUSA300_0998,CP000255.1,1094005,1094544,+,540,3,2,6,11,4,2
SAUSA300_0999,CP000255.1,1094557,1095651,+,1095,22,12,22,16,13,5
SAUSA300_1000,CP000255.1,1095644,1096441,+,798,31,2,16,27,4,8
SAUSA300_1001,CP000255.1,1096447,1097256,+,810,41,12,42,36,8,11
SAUSA300_1002,CP000255.1,1097256,1098329,+,1074,505,1013,328,527,958,790
SAUSA300_1003,CP000255.1,1098403,1099422,+,1020,2394,5290,2741,2355,5137,5021
SAUSA300_1004,CP000255.1,1099705,1100124,+,420,50,94,40,38,88,115
SAUSA300_1005,CP000255.1,1100206,1101558,-,1353,160,219,137,144,289,237
SAUSA300_1006,CP000255.1,1101742,1102356,-,615,32,59,22,36,60,72
SAUSA300_1007,CP000255.1,1102513,1103340,+,828,1292,2044,1251,1424,2176,2143
SAUSA300_1008,CP000255.1,1103494,1103685,-,192,22,22,19,26,38,49
SAUSA300_1009,CP000255.1,1103787,1105634,+,1848,54,147,40,64,127,139
SAUSA300_1010,CP000255.1,1105774,1105941,-,168,22,109,20,26,109,93
SAUSA300_1011,CP000255.1,1105943,1106425,-,483,35,93,15,27,111,72
SAUSA300_1012,CP000255.1,1106566,1106841,+,276,46,122,54,28,136,134
SAUSA300_1013,CP000255.1,1107155,1108381,+,1227,26,80,16,12,68,93
SAUSA300_1014,CP000255.1,1108935,1112387,+,3453,971,1119,944,1036,1024,1214
SAUSA300_1015,CP000255.1,1112527,1113597,-,1071,78,57,54,46,94,83
SAUSA300_1016,CP000255.1,1113878,1114789,+,912,141,259,139,142,243,249
SAUSA300_1017,CP000255.1,1114814,1115275,+,462,48,90,52,67,90,133
SAUSA300_1018,CP000255.1,1115602,1116639,+,1038,122,136,101,82,134,218
SAUSA300_1019,CP000255.1,1116655,1117089,+,435,34,87,56,57,88,98
SAUSA300_1020,CP000255.1,1117152,1118078,-,927,62,140,52,54,121,128
SAUSA300_1021,CP000255.1,1118317,1118571,+,255,0,0,0,0,0,0
SAUSA300_1022,CP000255.1,1118574,1118963,-,390,8,3,0,2,19,4
SAUSA300_1023,CP000255.1,1119033,1119575,+,543,23,27,30,25,61,33
SAUSA300_1024,CP000255.1,1119577,1120059,+,483,19,24,17,23,16,17
SAUSA300_1025,CP000255.1,1120121,1121260,-,1140,6,9,6,12,7,4
SAUSA300_1026,CP000255.1,1121387,1121944,+,558,258,249,196,284,309,275
SAUSA300_1027,CP000255.1,1122024,1122197,+,174,52,40,45,68,38,50
SAUSA300_1028,CP000255.1,1122351,1124288,-,1938,8,14,4,10,14,4
SAUSA300_1029,CP000255.1,1124491,1125543,-,1053,12,20,14,24,16,16
SAUSA300_1030,CP000255.1,1125752,1126435,+,684,2,0,2,0,0,2
SAUSA300_1031,CP000255.1,1126435,1127511,+,1077,0,0,0,8,0,2
SAUSA300_1032,CP000255.1,1127538,1128386,+,849,0,2,2,0,3,3
SAUSA300_1033,CP000255.1,1128399,1129364,+,966,2,0,0,4,1,0
SAUSA300_1034,CP000255.1,1129426,1130160,+,735,0,0,2,0,0,0
SAUSA300_1035,CP000255.1,1130179,1130502,+,324,2,0,0,2,0,0
SAUSA300_1036,CP000255.1,1130886,1131626,+,741,20,54,29,30,57,28
SAUSA300_1037,CP000255.1,1132007,1133065,+,1059,87,69,110,93,84,92
SAUSA300_1038,CP000255.1,1133065,1135467,+,2403,651,542,666,645,430,506
SAUSA300_1039,CP000255.1,1135638,1136576,-,939,10,10,0,2,14,4
SAUSA300_1040,CP000255.1,1136946,1137212,+,267,18,65,11,7,33,48
SAUSA300_1041,CP000255.1,1137213,1137734,+,522,49,184,42,39,204,215
SAUSA300_1042,CP000255.1,1137807,1139519,+,1713,165,342,154,145,314,372
SAUSA300_1043,CP000255.1,1139529,1141877,+,2349,619,829,647,643,866,783
SAUSA300_1044,CP000255.1,1142050,1142364,+,315,301,589,186,296,747,507
SAUSA300_1045,CP000255.1,1142757,1144469,+,1713,513,566,488,503,560,498
SAUSA300_1046,CP000255.1,1144793,1145407,+,615,75,225,96,90,268,254
SAUSA300_1047,CP000255.1,1145459,1147225,+,1767,2668,5010,3056,2780,5016,5596
SAUSA300_1048,CP000255.1,1147225,1148040,+,816,1556,2131,1679,1417,2051,2429
SAUSA300_1049,CP000255.1,1148276,1149076,+,801,304,214,288,270,217,252
SAUSA300_1050,CP000255.1,1149088,1149675,+,588,144,144,169,148,134,162
SAUSA300_1051,CP000255.1,1149668,1150171,+,504,194,147,180,147,174,178
SAUSA300_1052,CP000255.1,1150660,1150989,+,330,22,6,10,20,8,2
SAUSA300_1053,CP000255.1,1151358,1151759,-,402,622,20,442,726,22,16
SAUSA300_1054,CP000255.1,1152431,1152937,+,507,15,6,16,9,2,6
SAUSA300_1055,CP000255.1,1153196,1153693,+,498,43,8,10,28,6,12
SAUSA300_1056,CP000255.1,1153847,1154197,+,351,20,10,5,25,4,2
SAUSA300_1057,CP000255.1,1155657,1155890,-,234,15,18,10,5,26,13
SAUSA300_1058,CP000255.1,1156367,1157326,-,960,32880,1545,30091,29961,1581,1442
SAUSA300_1059,CP000255.1,1158771,1159487,-,717,10,4,5,12,8,2
